Queue_ID,Project_Name,Interconnecting_Entity,County,State,Interconnection_Location,Transmission_Owner,Generation_Type,Capacity_(MW),Summer_Capacity_(MW),Winter_Capacity_(MW),Queue_Date,Status,Proposed_Completion_Date,Withdrawn_Date,Withdrawal_Comment,Actual_Completion_Date,Fuel,Technology,GIM_Study_Phase,Screening_Study_Started,Screening_Study_Complete,FIS_Requested,FIS_Approved,Economic_Study_Required,IA_Signed,Air_Permit,GHG_Permit,Water_Availability,Meets_Planning,Meets_All_Planning,CDR_Reporting_Zone,Approved_for_Energization,Approved_for_Synchronization,Comment
27INR0423,Pioneer Path Energy Storage 2,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0424,Pioneer Path Energy Storage 3,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0425,Pioneer Path Energy Storage 4,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0426,Prairie Horizon Energy Storage 1,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0427,Prairie Horizon Energy Storage 2,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0428,Prairie Horizon Energy Storage 3,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0429,Prairie Horizon Energy Storage 4,Tempus Power management LLC,Robertson,Texas,Tap 345kV 39950 TNP ONE PLANT - 3400 TWIN OAK Ckt 2,,Other - Battery Energy Storage,103.8,,,2025-02-03,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-03,2025-03-21,2025-01-13 00:00:00.000,,,,,,,,,NORTH,,,
27INR0432,Coyote Ridge BESS,Grenergy USA,Brown,Texas,292 Holder 138 kV,,Other - Battery Energy Storage,111.06,,,2025-01-28,Active,2027-10-06,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-17,2025-01-15 00:00:00.000,,,,,,,,,NORTH,,,
27INR0434,Lyra Solar,Juno Solar 4,Borden,Texas,Tap Long Draw (59900) – Faraday (59905) CKT 1  and LONGDRAW (59900) -   GALVANI(59912) CKT 2 ,,Solar - Photovoltaic Solar,500.0,,,2025-03-24,Active,2027-09-15,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-03-20 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0435,Clairemont Solar 1,Clairemont Solar LLC,Kent,Texas,59908 Novaprime 345kV,,Solar - Photovoltaic Solar,251.75,,,2025-01-28,Active,2028-12-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-17,2025-01-21 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0436,Coati Energy Storage,PowerPulse LLC,Harris,Texas,"Bus # 40830, Humble, 138 kV",,Other - Battery Energy Storage,202.8,,,2024-12-19,Active,2028-06-20,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-12-19,2025-03-17,2025-05-21 00:00:00.000,,,,,,,,,HOUSTON,,,
27INR0437,Hondo Arroyo Storage,"Hondo Creek Solar, LLC",Medina,Texas,Tap 138 kV 5225 Hondo - 5813 Pearson,,Other - Battery Energy Storage,100.7,,,2024-12-19,Active,2028-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-12-19,2025-03-17,2024-12-06 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0438,Wisdom Solar SLF,Wisdom Green Energy LLC,Pecos,Texas,Tap 138 kV #38455 HOLIDAY SUB TNP -  #38450 SOAPTREE TNP,,Solar - Photovoltaic Solar,299.37,,,2025-02-12,Active,2027-10-06,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-02-12,2025-04-18,2025-02-05 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0440,Wisdom BESS SLF,Wisdom Green Energy LLC,Pecos,Texas,Tap 138 kV #38455 HOLIDAY SUB TNP - 138 kV #38450 SOAPTREE TNP,,Other - Battery Energy Storage,162.58,,,2025-02-12,Active,2027-10-06,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-12,2025-04-18,2025-02-21 00:00:00.000,,,,,,,,,WEST,,,
27INR0441,Pavo Creek Storage ,"Pavo Creek Storage, LLC",Milam,Texas,Tap #3659 Thorndale North - #3701 Rookie Switch 138 kV,,Other - Battery Energy Storage,154.2,,,2025-02-25,Active,2028-09-21,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-25,2025-05-13,2025-02-20 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0443,Serenity Wind ,"Serenity Wind, LLC",Armstrong,Texas,23931 MIDPOINT SWITCH 345 kV ,,Wind - Wind Turbine,473.0,,,2025-03-24,Active,2027-07-31,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-03-07 00:00:00.000,,,,,,Not Required,,,PANHANDLE,,,
27INR0444,Diamond Sage BESS 2,"DGC Renewables, LLC",Webb,Texas,Tap 345kV LOBO7A (80219) - FOWLERTONSW5 (5709),,Other - Battery Energy Storage,100.14,,,2025-01-28,Active,2028-10-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-21,2025-01-27 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0445,Moon Chapel Wind,"Orsted Onshore Development North America, LLC",Tom Green,Texas,Tap 345kV 76090  Divide  - 76009 Twin Buttes Ckt 1 and 2,,Wind - Wind Turbine,506.8,,,2025-02-14,Active,2027-12-31,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2025-02-14,2025-05-12,2025-02-07 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0447,Clairemont BESS,Clairemont BESS LLC,Kent,Texas,59908 Novaprime 345kV,,Other - Battery Energy Storage,259.36,,,2025-01-28,Active,2028-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-17,2025-01-21 00:00:00.000,,,,,,,,,WEST,,,
27INR0449,Gulf Prairie Solar,Gulf Prairie Energy LLC,Brazoria,Texas, #43150 Riwood [Substation Expansion] 138kV,,Solar - Photovoltaic Solar,202.17,,,2025-06-19,Active,2027-03-31,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-06-19,,2025-01-22 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
27INR0451,Dairyland Storage,ENGIE IR Holdings LLC,Hopkins,Texas,To 345 kV Birthright Station (#11684),,Other - Battery Energy Storage,301.8,,,2025-04-21,Active,2029-04-30,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-04-21,,2025-02-04 00:00:00.000,,,,,,,,,NORTH,,,
27INR0452,Moccasin Storage,ENGIE IR Holdings LLC,Jones,Texas,Tap 345kV #60707 Kirchhoff -  #60515 Clear Crossing CKT-2,,Other - Battery Energy Storage,603.08,,,2025-01-28,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-17,2025-01-15 00:00:00.000,,,,,,,,,WEST,,,
27INR0453,Roboman Solar,"Roboman Solar, LLC",Coke,Texas,Tap 345 kV (#76009) Twin Buttes  – (#76090) Divide  Ckt 1,,Solar - Photovoltaic Solar,272.6,,,,Active,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",,,2025-06-26 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0455,Yellow Leaf Solar,Lightsource Renewable Energy Development LLC,Kaufman,Texas,Tap 138kV #2727 Crandall - #12715 Forney S,,Solar - Photovoltaic Solar,104.5,,,2025-04-25,Active,2027-05-10,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-04-25,,2025-03-14 00:00:00.000,,,,,,Not Required,,,NORTH,,,
27INR0456,Yellow Leaf BESS,Lightsource Renewable Energy Development LLC,Kaufman,Texas,Tap 138kV #2727 Crandall - #12715 Forney S,,Other - Battery Energy Storage,103.8,,,2025-04-25,Active,2027-05-10,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-04-25,,2025-03-14 00:00:00.000,,,,,,,,,NORTH,,,
27INR0457,watermelon 1 energy storage,Tempus power management LLC,Dallas,Texas,Tap on 2427 WATMLL_W5   345.00 - 2432 TRICRN1_5   345.00 345kV line ckt 1. ,,Other - Battery Energy Storage,102.1,,,2025-01-13,Active,2029-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-13,2025-04-08,2025-01-06 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
27INR0458,watermelon 2 energy storage,Tempus power management LLC,Dallas,Texas,Tap on 2427 WATMLL_W5 345.00 - 2432 TRICRN1_5 345.00 345kV line ckt 1. ,,Other - Battery Energy Storage,102.1,,,2025-01-13,Active,2029-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-13,2025-04-08,2025-01-06 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
27INR0459,watermelon 3 energy storage,Tempus power management LLC,Dallas,Texas,Tap on 2427 WATMLL_W5 345.00 - 2432 TRICRN1_5 345.00 345kV line ckt 1. 1.6 miles from 2427 WATMLL_W5,,Other - Battery Energy Storage,102.1,,,2025-01-13,Active,2029-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-13,2025-04-08,2025-01-06 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
27INR0460,watermelon 4 energy storage,Tempus power management LLC,Dallas,Texas,Tap on 2427 WATMLL_W5 345.00 - 2432 TRICRN1_5 345.00 345kV line ckt 1. ,,Other - Battery Energy Storage,102.1,,,2025-01-13,Active,2029-03-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-13,2025-04-08,2025-01-06 00:00:00.000,,,,Not Required,Not Required,,,,NORTH,,,
27INR0461,Fermata BESS,"Fermata BESS, LLC",Hunt,Texas,Tap 345kV 2464# CASHSW_T5 – 2461# ROYSE_N5,,Other - Battery Energy Storage,204.0,,,2025-02-25,Active,2028-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-25,2025-05-20,2025-02-21 00:00:00.000,,,,,,,,,NORTH,,,
27INR0465,Althea Storage,Althea Storage LLC,Maverick,Texas,Tap Escondido (8260) - Brackettville (8252),,Other - Battery Energy Storage,251.3,,,2025-02-12,Active,2028-09-21,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-12,2025-04-22,2024-12-30 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0466,Wolfram Storage,"Nova Clean Energy, LLC",Calhoun,Texas,8189 Tungsten 138 kV,,Other - Battery Energy Storage,205.4,,,2025-05-19,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-05-19,,2025-05-02 00:00:00.000,,,,,,,,,COASTAL,,,
27INR0467,Zircon BESS,Zircon BESS LLC,La Salle,Texas,8611 JARDIN 138kV,,Other - Battery Energy Storage,80.39,,,2025-01-28,Active,2028-06-30,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-01-28,2025-04-17,2025-01-14 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0469,Kickstart Energy Storage I,Kickstart Infrastructure LLC,Ellis,Texas,Tap 345 kV 1907 Venus Switch - 3383 BYNUM_5,,Other - Battery Energy Storage,1.44,,,2025-03-24,Active,2027-05-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-03-12 00:00:00.000,,,,,,,,,NORTH,,,
27INR0470,Kickstart Energy Storage II,Kickstart Infrastructure LLC,Ellis,Texas,Tap 345 kV 1907 Venus Switch - 3383 BYNUM_5,,Other - Battery Energy Storage,1.44,,,2025-03-24,Active,2027-05-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-03-12 00:00:00.000,,,,,,,,,NORTH,,,
27INR0471,Kickstart Energy Storage III,Kickstart Infrastructure LLC,Ellis,Texas,Tap 345 kV 1907 Venus Switch - 3383 BYNUM_5,,Other - Battery Energy Storage,1.44,,,2025-03-24,Active,2027-05-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-03-10 00:00:00.000,,,,,,,,,NORTH,,,
27INR0472,Kickstart Energy Storage IV,Kickstart Infrastructure LLC,Ellis,Texas,Tap 345 kV 1907 Venus Switch - 3383 BYNUM_5,,Other - Battery Energy Storage,1.44,,,2025-03-24,Active,2027-05-31,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-03-10 00:00:00.000,,,,,,,,,NORTH,,,
27INR0474,Fivemile Wind,"Longview Wind, LLC",Dawson,Texas,To 138 kV Hardy Morgan substation (Bus # 11363),,Wind - Wind Turbine,282.3,,,2025-04-25,Active,2028-11-01,,,,Wind,Wind Turbine,"SS Started, FIS Started, No IA",2025-04-25,,2025-04-25 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0478,Metro BESS,Metro BESS LLC,Caldwell,Texas, #9074  LYTTON5 345kv,,Other - Battery Energy Storage,207.17,,,2025-02-25,Active,2030-12-07,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-02-25,2025-05-20,2025-02-24 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0480,Borden Dino Solar,"Borden Dino Solar, LLC",Borden,Texas,59905 FARADAY 345KV,,Solar - Photovoltaic Solar,120.47,,,2025-04-01,Active,2028-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2025-04-01,2025-06-09,2025-03-06 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0481,Borden Dino BESS,"Borden Dino Solar, LLC",Borden,Texas,59905 FARADAY 345KV,,Other - Battery Energy Storage,60.26,,,2025-04-01,Active,2028-07-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-04-01,2025-06-09,2025-03-06 00:00:00.000,,,,,,,,,WEST,,,
27INR0482,Briggs Storage II,"Briggs Solar, LLC",Haskell,Texas,345kV Kilby Station (60089),,Other - Battery Energy Storage,250.0,,,2025-06-19,Active,2027-12-30,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-06-19,,2025-05-27 00:00:00.000,,,,,,,,,WEST,,,
27INR0485,Blackland Prairie 1 Energy Storage,Tempus power management LLC,Travis,Texas,9328 Austrop 138kV,,Other - Battery Energy Storage,102.1,,,2025-03-24,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-02-24 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0486,Blackland Prairie 2 Energy Storage,Tempus power management LLC,Travis,Texas,9328 Austrop 138kV,,Other - Battery Energy Storage,102.1,,,2025-03-24,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-02-24 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0487,Blackland Prairie 3 Energy Storage,Tempus power management LLC,Travis,Texas,9328 Austrop 138kV,,Other - Battery Energy Storage,102.1,,,2025-03-24,Active,2027-12-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2025-03-24,2025-06-09,2025-02-24 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0488,Dry Creek Solar II,Oak Hill Solar II LLC,Rusk,Texas,Dorsett 345 kV Switching Station(tap 345 kV 3100 Martin Lake - 3105 Elkton),,Solar - Photovoltaic Solar,302.64,,,2025-06-19,Active,2028-06-30,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-06-19,,2025-06-02 00:00:00.000,,,,,,Not Required,,,NORTH,,,
27INR0489,Power Lane II Gas,GEUS,Hunt,Texas,Tap 138kV Caddo Mills Explorer (11832) – Scatter Branch Sub (1818) Line via (future) GEUS_STM Substation,,"Gas - Internal Combustion Engine, eg. Reciprocating",104.39,,,2025-06-03,Active,2027-06-01,,,,Gas,"Internal Combustion Engine, eg. Reciprocating","SS Started, FIS Started, No IA",2025-06-03,,2025-05-28 00:00:00.000,,,,,,,,,NORTH,,,
27INR0492,Gulf Gateway Solar One,"Gulf Gateway Solar, LLC",San Patricio,Texas,88249 SDI7A 345kV,,Solar - Photovoltaic Solar,301.4,,,2025-04-21,Active,2027-06-24,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-04-21,,2025-04-03 00:00:00.000,,,,,,Not Required,,,COASTAL,,,
27INR0493,Velociraptor BESS I,Greyhound BESS 2 LLC,Ector,Texas,10012 METEOR_5 Substation 345kV,,Other - Battery Energy Storage,261.33,,,2025-05-27,Active,2028-11-17,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-05-27,,2025-05-07 00:00:00.000,,,,,,,,,WEST,,,
27INR0494,Obbligato BESS,"Obbligato BESS, LLC",Milam,Texas,Tap 138kV 120# TALBRTRIDG – 3683# MINERVA1_8,,Other - Battery Energy Storage,200.81,,,2025-06-19,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-06-19,,2025-06-09 00:00:00.000,,,,,,,,,SOUTH,,,
27INR0497,Black Mountain Somervell Gas Combined,Fort Worth Power Core LLC,Somervell,Texas,Oncor's Comanche Peak SES 345 kV Substation (COMCHPKW_5 #1900),,Gas - Combined-Cycle,495.3,,,2025-04-21,Active,2029-09-28,,,,Gas,Combined-Cycle,"SS Started, FIS Started, No IA",2025-04-21,,2025-04-16 00:00:00.000,,,,,,,,,NORTH,,,
27INR0499,Draco Solar,Draco Solar LLC,Borden,Texas,Tap Long Draw (59900) – Faraday (59905) CKT 1 and LONGDRAW (59900) - GALVANI(59912) CKT 2,,Solar - Photovoltaic Solar,500.0,,,2025-04-21,Active,2027-08-19,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-04-21,,2025-04-01 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0500,Antila Solar,Antila Solar LLC,Borden,Texas,#59916 Buck Canyon 345kV,,Solar - Photovoltaic Solar,500.0,,,2025-04-21,Active,2027-11-30,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-04-21,,2025-04-02 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0501,Mesquite Creek Windpower,Mesquite Creek Wind LLC,Dawson,Texas,<59900><Long Draw><345>,,Wind - Wind Turbine,212.91,,,2025-04-29,Active,2027-12-31,,,,Wind,Wind Turbine,"SS Started, FIS Started, No IA",2025-04-29,,2025-04-28 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0503,Dog Star Solar I,Dog Star Solar LLC,Taylor,Texas,6235 ABILENE MULBERRY CREEK 345 kV ,,Solar - Photovoltaic Solar,502.6,,,,Active,2027-03-01,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",,,2025-06-20 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0504,Dog Star Solar II,Dog Star Solar LLC,Taylor,Texas,6235 ABILENE MULBERRY CREEK 345 kV ,,Solar - Photovoltaic Solar,502.6,,,,Active,2027-12-31,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",,,2025-06-20 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0515,Paolo Sole Gustine Solar,"Viridian Power Development, LLC",Comanche,Texas,#273 Gustine 69 kV ,,Solar - Photovoltaic Solar,40.34,,,2025-05-27,Active,2028-07-11,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-05-27,,2025-05-22 00:00:00.000,,,,,,Not Required,,,NORTH,,,
27INR0516,Paolo Sole Hamilton Solar,"Viridian Power Development, LLC",Hamilton,Texas,#258 Hamilton 69 kV ,,Solar - Photovoltaic Solar,40.63,,,2025-05-27,Active,2028-07-11,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-05-27,,2025-05-22 00:00:00.000,,,,,,Not Required,,,NORTH,,,
27INR0519,Wagyu BESS SLF,"Wagyu BESS, LLC",Brazoria,Texas,42410 Burke_POI_8 138kV,,Other - Battery Energy Storage,120.55,,,2025-06-19,Active,2026-12-31,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-06-19,,2025-06-18 00:00:00.000,,,,,,,,,COASTAL,,,
27INR0529,Zeus Scurry Solar,"Scurry Solar, LLC",Scurry,Texas,Tap 345 kV 11305 Dermott to  59911 MHOS Ckt1 and Ckt 2,,Solar - Photovoltaic Solar,503.54,,,2025-06-03,Active,2027-07-01,,,,Solar,Photovoltaic Solar,"SS Started, FIS Started, No IA",2025-06-03,,2025-05-29 00:00:00.000,,,,,,Not Required,,,WEST,,,
27INR0531,Erika BESS,"Erika Solar, LLC",Kaufman,Texas,Tap 345kV ELKTON 5 (#3105 ) to Tricrn1 5 (#2432),,Other - Battery Energy Storage,100.0,,,2025-06-19,Active,2027-12-31,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-06-19,,2025-06-06 00:00:00.000,,,,,,,,,NORTH,,,
27INR0535,Zeus Scurry BESS,Zeus Scurry BESS,Scurry,Texas,Tap 345kv 11305 Dermott to 59911 MHOS Ckt 1 & Ckt 2,,Other - Battery Energy Storage,1043.07,,,2025-06-05,Active,2027-07-01,,,,Other,Battery Energy Storage,"SS Started, FIS Started, No IA",2025-06-05,,2025-06-04 00:00:00.000,,,,,,,,,WEST,,,
27INR0536,Siete Wind,"Siete Wind, LLC",Webb,Texas,345kV 8718 Triada,,Wind - Wind Turbine,492.8,,,,Active,2027-03-31,,,,Wind,Wind Turbine,"SS Started, FIS Started, No IA",,,2025-06-24 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0005,Tetris Solar,NextEra Energy Interconnection Holdings LLC   ,Zapata,Texas,"TAP 345kV 80307 Del Sol 7C - 80225 Cenizo 7C
",,Solar - Photovoltaic Solar,359.0,,,2023-07-28,Active,2029-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-07-28,2023-10-23,2023-07-21 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
28INR0008,Oriole Solar,Rolling Plain Solar,Knox,Texas,Tap 345kV 6076 Foxtail - 60791 Perigee ,,Solar - Photovoltaic Solar,503.91,,,2023-05-15,Active,2028-12-29,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-05-15,2023-08-11,2023-05-09 00:00:00.000,,,,,,Not Required,,,WEST,,,
28INR0009,Oriole BES,Rolling Plains Solar,Knox,Texas,Tap 345kV 6076 Foxtail - 60791 Perigee,,Other - Battery Energy Storage,150.39,,,2023-05-15,Active,2028-12-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2023-05-15,2023-08-11,2023-05-09 00:00:00.000,,,,,,,,,WEST,,,
28INR0013,Varadero Solar,"NextEra Energy Interconnection Holdings, LLC   ",Limestone,Texas,#68092 Liberty Station 345kV,,Solar - Photovoltaic Solar,304.74,,,2023-07-10,Active,2029-04-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-07-10,2023-10-03,2023-07-05 00:00:00.000,,,,,,Not Required,,,NORTH,,,
28INR0017,Sitges Wind,"NextEra Energy Interconnection Holdings, LLC   ",Motley,Texas,"Tap 345kV 59904 Cottonwood to 23922 White River Ckt 2
",,Wind - Wind Turbine,600.0,,,2024-03-22,Active,2029-01-30,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-03-22,2024-06-19,2024-02-29 00:00:00.000,,,,,,Not Required,,,PANHANDLE,,,
28INR0020,Caracara Energy Storage Center,"FRESH AIR ENERGY II, LLC",Bexar,Texas,Tap 138kV 5055 Cagnon - 5346 Potranco ,,Other - Battery Energy Storage,203.0,,,2024-05-09,Active,2028-08-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-05-09,2024-08-05,2024-08-05 17:55:55.999,,,,,,,,,SOUTH,,,
28INR0023,Silverton Solar,"NextEra Energy Interconnection Holdings, LLC",Briscoe,Texas,Tap 345kV 23914 Tule Canyon - 79001 Cross_W1,,Solar - Photovoltaic Solar,410.0,,,2023-12-04,Active,2029-07-01,,,,Solar,Photovoltaic Solar,"SS Completed, FIS Started, No IA",2023-12-04,2024-03-01,2024-03-18 21:53:38.000,,,,,,Not Required,,,PANHANDLE,,,
28INR0024,Padua Grid BESS Unit 3,"Padua Grid 3, LLC",Bexar,Texas,Tap #5395 O.W Sommer 138kV,,Other - Battery Energy Storage,201.35,,,2024-03-22,Completed,2026-05-15,,,,Other,Battery Energy Storage,"SS Completed, FIS Completed, IA",2024-03-22,2024-06-19,2024-03-01 00:00:00.000,2025-06-20,No,2025-03-07,Not Required,Not Required,,2025-06-20 00:00:00,,SOUTH,,,
28INR0029,Old Fiddler Energy Storage,Old Fiddler Energy Storage LLC,Henderson,Texas,A direct connection to the 138 kV Bus (Bus #3238) in the Oncor owned - Athens 138/XX kV Substation,,Other - Battery Energy Storage,224.08,,,2024-01-11,Active,2028-08-01,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-01-11,2024-04-08,,,,,,,,,,NORTH,,,
28INR0030,Brela BESS LLC,Brela BESS LLC,Wharton,Texas,44040 Bailey SW 345 kV,,Other - Battery Energy Storage,251.3,,,2024-01-11,Active,2028-05-29,,,,Other,Battery Energy Storage,"SS Completed, FIS Started, No IA",2024-01-11,2024-04-08,2024-06-13 08:58:20.000,,,,,,,,,SOUTH,,,
28INR0037,Bullring Wind 1,ACE DevCo NC LLC,Starr,Texas,Tap 345 kV  80355 DelSol7A - 80079 Cruce Ckt 1,,Wind - Wind Turbine,303.5,,,2024-05-09,Active,2028-06-30,,,,Wind,Wind Turbine,"SS Completed, FIS Started, No IA",2024-05-09,2024-08-05,2024-04-30 00:00:00.000,,,,,,Not Required,,,SOUTH,,,
